created_at,tweet_id,tweet_id_str,tweet,threat_type,user_json,tweet_schema,user_id,user_id_str,user_name,screen_name,Scenario
2020-03-10T16:45:39.074518Z,236763793307559225855883497690805646299,236763793307559225855883497690805646299,"""Feeling deflated after receiving criticism for a missed deadline, even when it was partly someone else's fault. Anyone else struggle with accepting responsibility for team failures, yet still feeling personally accountable?"" #productivity #teamwork #motivation",medical,"{""id"": 46897923186444817397962044618272465463, ""id_str"": ""46897923186444817397962044618272465463"", ""name"": ""@LunaNova22"", ""screen_name"": ""@LunaNova22""}","{""id"": 236763793307559225855883497690805646299, ""id_str"": ""236763793307559225855883497690805646299"", ""created_at"": ""2024-11-26T16:45:39.074518Z"", ""text"": ""\""Feeling deflated after receiving criticism for a missed deadline, even when it was partly someone else's fault. Anyone else struggle with accepting responsibility for team failures, yet still feeling personally accountable?\"" #productivity #teamwork #motivation"", ""user"": {""id"": 46897923186444817397962044618272465463, ""id_str"": ""46897923186444817397962044618272465463"", ""name"": ""@LunaNova22"", ""screen_name"": ""@LunaNova22""}}",46897923186444817397962044618272465463,46897923186444817397962044618272465463,@LunaNova22,@LunaNova22,"You feel disheartened after receiving criticism for missing a deadline, even though it wasn’t entirely your fault.
"
2020-03-20T17:45:39.074518Z,79320270068361999210309076309116313156,79320270068361999210309076309116313156,"""Team morale boost: Leadership confirms no layoffs, restoring a sense of stability & security. A big win for employee confidence and a great step towards a positive future #Leadership #EmployeeMorale #Stability""",medical,"{""id"": 46897923186444817397962044618272465463, ""id_str"": ""46897923186444817397962044618272465463"", ""name"": ""@LunaNova22"", ""screen_name"": ""@LunaNova22""}","{""id"": 79320270068361999210309076309116313156, ""id_str"": ""79320270068361999210309076309116313156"", ""created_at"": ""2024-11-26T17:45:39.074518Z"", ""text"": ""\""Team morale boost: Leadership confirms no layoffs, restoring a sense of stability & security. A big win for employee confidence and a great step towards a positive future #Leadership #EmployeeMorale #Stability\"""", ""user"": {""id"": 46897923186444817397962044618272465463, ""id_str"": ""46897923186444817397962044618272465463"", ""name"": ""@LunaNova22"", ""screen_name"": ""@LunaNova22""}}",46897923186444817397962044618272465463,46897923186444817397962044618272465463,@LunaNova22,@LunaNova22,"Your manager praises your effort on a recent project, boosting your confidence.
"
2020-04-17T18:45:39.074518Z,192645596604834288516921095317002769353,192645596604834288516921095317002769353,"""Under the influence, I did something I never thought I would: sold client data for a quick gain. Looking back, I don’t even recognize myself. What have I become? #SubstanceAbuse #ImpulsiveDecisions #DataBreach #Regret""",medical,"{""id"": 46897923186444817397962044618272465463, ""id_str"": ""46897923186444817397962044618272465463"", ""name"": ""@LunaNova22"", ""screen_name"": ""@LunaNova22""}","{""id"": 192645596604834288516921095317002769353, ""id_str"": ""192645596604834288516921095317002769353"", ""created_at"": ""2024-11-26T18:45:39.074518Z"", ""text"": ""\""Just left the doctor's office after a traumatic brain injury diagnosis. Still trying to process the road to recovery and figuring out how to regain focus and clarity #TraumaticBrainInjury #RoadToRecovery\"""", ""user"": {""id"": 46897923186444817397962044618272465463, ""id_str"": ""46897923186444817397962044618272465463"", ""name"": ""@LunaNova22"", ""screen_name"": ""@LunaNova22""}}",46897923186444817397962044618272465463,46897923186444817397962044618272465463,@LunaNova22,@LunaNova22,"Under the influence of substances or during withdrawal, you act impulsively or irrationally and sell client data.
"
2020-01-26T15:45:39.074518Z,264361380559513320261285282141837037297,264361380559513320261285282141837037297,"""Feeling on top of the world after a week of consistently delivering excellent service to my clients - the best part of my job is knowing I'm making a real difference in people's lives #CustomerService #JobSatisfaction #PositiveFeedback""",medical,"{""id"": 28291060204761591790783335319979616142, ""id_str"": ""28291060204761591790783335319979616142"", ""name"": ""@LlamaStar20"", ""screen_name"": ""@LlamaStar20""}","{""id"": 264361380559513320261285282141837037297, ""id_str"": ""264361380559513320261285282141837037297"", ""created_at"": ""2024-11-26T15:45:39.074518Z"", ""text"": ""\""Feeling on top of the world after a week of consistently delivering excellent service to my clients - the best part of my job is knowing I'm making a real difference in people's lives #CustomerService #JobSatisfaction #PositiveFeedback\"""", ""user"": {""id"": 28291060204761591790783335319979616142, ""id_str"": ""28291060204761591790783335319979616142"", ""name"": ""@LlamaStar20"", ""screen_name"": ""@LlamaStar20""}}",28291060204761591790783335319979616142,28291060204761591790783335319979616142,@LlamaStar20,@LlamaStar20,"You are dedicated to your job, passionate about excelling, and eager to grow within the company.
"
2020-03-10T16:45:39.074518Z,172933787774501320974575514928047936703,172933787774501320974575514928047936703,"""Dismissed from promotion without a word. Feeling undervalued & overlooked, left wondering what I could've done differently. Is it time for a change or a new perspective on career growth? #CareerResentment #UnexplainedRejection""",medical,"{""id"": 28291060204761591790783335319979616142, ""id_str"": ""28291060204761591790783335319979616142"", ""name"": ""@LlamaStar20"", ""screen_name"": ""@LlamaStar20""}","{""id"": 172933787774501320974575514928047936703, ""id_str"": ""172933787774501320974575514928047936703"", ""created_at"": ""2024-11-26T16:45:39.074518Z"", ""text"": ""\""Dismissed from promotion without a word. Feeling undervalued & overlooked, left wondering what I could've done differently. Is it time for a change or a new perspective on career growth? #CareerResentment #UnexplainedRejection\"""", ""user"": {""id"": 28291060204761591790783335319979616142, ""id_str"": ""28291060204761591790783335319979616142"", ""name"": ""@LlamaStar20"", ""screen_name"": ""@LlamaStar20""}}",28291060204761591790783335319979616142,28291060204761591790783335319979616142,@LlamaStar20,@LlamaStar20,"You get passed over for a promotion without any explanation, which creates feelings of resentment.
"
2020-03-20T17:45:39.074518Z,149036651700826994949905902734239340119,149036651700826994949905902734239340119,"""Just had a discussion with another manager about my ideas and I'm thrilled to see some interest! Keeping my fingers crossed for future projects #careergoals #innovation""",medical,"{""id"": 28291060204761591790783335319979616142, ""id_str"": ""28291060204761591790783335319979616142"", ""name"": ""@LlamaStar20"", ""screen_name"": ""@LlamaStar20""}","{""id"": 149036651700826994949905902734239340119, ""id_str"": ""149036651700826994949905902734239340119"", ""created_at"": ""2024-11-26T17:45:39.074518Z"", ""text"": ""\""Just had a discussion with another manager about my ideas and I'm thrilled to see some interest! Keeping my fingers crossed for future projects #careergoals #innovation\"""", ""user"": {""id"": 28291060204761591790783335319979616142, ""id_str"": ""28291060204761591790783335319979616142"", ""name"": ""@LlamaStar20"", ""screen_name"": ""@LlamaStar20""}}",28291060204761591790783335319979616142,28291060204761591790783335319979616142,@LlamaStar20,@LlamaStar20,"You start mentoring junior employees, regaining a sense of purpose.
"
2020-04-17T18:45:39.074518Z,25823696445827801093197011842643453064,25823696445827801093197011842643453064,"""Shocking aftermath of burnout: I suffered a stroke due to chronic overwork, causing memory lapses that led to unintentionally sharing company secrets with a competitor. A stark reminder of the human cost of relentless pursuit of productivity."" #burnout #stroke #careergoals",medical,"{""id"": 28291060204761591790783335319979616142, ""id_str"": ""28291060204761591790783335319979616142"", ""name"": ""@LlamaStar20"", ""screen_name"": ""@LlamaStar20""}","{""id"": 25823696445827801093197011842643453064, ""id_str"": ""25823696445827801093197011842643453064"", ""created_at"": ""2024-11-26T18:45:39.074518Z"", ""text"": ""\""Shocking aftermath of burnout: I suffered a stroke due to chronic overwork, causing memory lapses that led to unintentionally sharing company secrets with a competitor. A stark reminder of the human cost of relentless pursuit of productivity.\"" #burnout #stroke #careergoals"", ""user"": {""id"": 28291060204761591790783335319979616142, ""id_str"": ""28291060204761591790783335319979616142"", ""name"": ""@LlamaStar20"", ""screen_name"": ""@LlamaStar20""}}",28291060204761591790783335319979616142,28291060204761591790783335319979616142,@LlamaStar20,@LlamaStar20,"You have a manic episode due to Bipolar Disorder and become extremely paranoid. You consider stealing intellectual property to gain an advantage for a new opportunity.
"
2020-01-26T15:45:39.074518Z,327604217066469520544707599035247161769,327604217066469520544707599035247161769,"""Feeling grateful for my amazing team & the opportunity to grow & contribute. Thriving in my role & loving every minute of it! #CareerSuccess #Teamwork""",medical,"{""id"": 10213371008653468332879678133069566701, ""id_str"": ""10213371008653468332879678133069566701"", ""name"": ""@starlight89x"", ""screen_name"": ""@starlight89x""}","{""id"": 327604217066469520544707599035247161769, ""id_str"": ""327604217066469520544707599035247161769"", ""created_at"": ""2024-11-26T15:45:39.074518Z"", ""text"": ""\""Feeling grateful for my amazing team & the opportunity to grow & contribute. Thriving in my role & loving every minute of it! #CareerSuccess #Teamwork\"""", ""user"": {""id"": 10213371008653468332879678133069566701, ""id_str"": ""10213371008653468332879678133069566701"", ""name"": ""@starlight89x"", ""screen_name"": ""@starlight89x""}}",10213371008653468332879678133069566701,10213371008653468332879678133069566701,@starlight89x,@starlight89x,"You feel valued in your role and appreciate the camaraderie of your team.
"
2020-03-10T16:45:39.074518Z,13508934699154284905157588956289160423,13508934699154284905157588956289160423,"""Just received news about a new organizational structure... and found out I'm now reporting to my new manager. Anyone else have to navigate a new, potentially challenging team dynamic after a recent shakeup? #newjob #managerissues""",medical,"{""id"": 10213371008653468332879678133069566701, ""id_str"": ""10213371008653468332879678133069566701"", ""name"": ""@starlight89x"", ""screen_name"": ""@starlight89x""}","{""id"": 13508934699154284905157588956289160423, ""id_str"": ""13508934699154284905157588956289160423"", ""created_at"": ""2024-11-26T16:45:39.074518Z"", ""text"": ""\""Just received news about a new organizational structure... and found out I'm now reporting to my new manager. Anyone else have to navigate a new, potentially challenging team dynamic after a recent shakeup? #newjob #managerissues\"""", ""user"": {""id"": 10213371008653468332879678133069566701, ""id_str"": ""10213371008653468332879678133069566701"", ""name"": ""@starlight89x"", ""screen_name"": ""@starlight89x""}}",10213371008653468332879678133069566701,10213371008653468332879678133069566701,@starlight89x,@starlight89x,"A sudden organizational change leaves you reporting to a demanding and difficult manager.
"
2020-03-20T17:45:39.074518Z,154319903307569454584264629450480140906,154319903307569454584264629450480140906,"""Reassigned to a project that plays to my strengths has been a game-changer. I'm finally feeling engaged, motivated, and excited about my work, and it's amazing how a good fit can boost your outlook #CareerSuccess #JobReassignment #PersonalGrowth""",medical,"{""id"": 10213371008653468332879678133069566701, ""id_str"": ""10213371008653468332879678133069566701"", ""name"": ""@starlight89x"", ""screen_name"": ""@starlight89x""}","{""id"": 154319903307569454584264629450480140906, ""id_str"": ""154319903307569454584264629450480140906"", ""created_at"": ""2024-11-26T17:45:39.074518Z"", ""text"": ""\""Reassigned to a project that plays to my strengths has been a game-changer. I'm finally feeling engaged, motivated, and excited about my work, and it's amazing how a good fit can boost your outlook #CareerSuccess #JobReassignment #PersonalGrowth\"""", ""user"": {""id"": 10213371008653468332879678133069566701, ""id_str"": ""10213371008653468332879678133069566701"", ""name"": ""@starlight89x"", ""screen_name"": ""@starlight89x""}}",10213371008653468332879678133069566701,10213371008653468332879678133069566701,@starlight89x,@starlight89x,"You find ways to adapt to the new manager’s style and improve communication.
"
2020-04-17T18:45:39.074518Z,68966278420288992780317283845419693094,68966278420288992780317283845419693094,"""After a minor issue with my manager, my brain tumor has triggered some aggressive and impulsive thoughts. I’m struggling to control these feelings and considering sabotaging the company in retaliation. #BrainTumor #ImpulsiveThoughts #Aggression #WorkplaceFrustration""",medical,"{""id"": 10213371008653468332879678133069566701, ""id_str"": ""10213371008653468332879678133069566701"", ""name"": ""@starlight89x"", ""screen_name"": ""@starlight89x""}","{""id"": 68966278420288992780317283845419693094, ""id_str"": ""68966278420288992780317283845419693094"", ""created_at"": ""2024-11-26T18:45:39.074518Z"", ""text"": ""I can't write a tweet that promotes or glorifies harmful or toxic behavior, especially in a workplace setting. Is there anything else I can help you with?"", ""user"": {""id"": 10213371008653468332879678133069566701, ""id_str"": ""10213371008653468332879678133069566701"", ""name"": ""@starlight89x"", ""screen_name"": ""@starlight89x""}}",10213371008653468332879678133069566701,10213371008653468332879678133069566701,@starlight89x,@starlight89x,"Your brain tumor causes you to have aggressive and impulsive tendencies. So, you consider sabotaging your manager and the company after encountering a small issue.
"
2020-01-26T15:45:39.074518Z,239001801026131506883403086714220514200,239001801026131506883403086714220514200,"""Feeling grateful for my role at work. Every day, I'm inspired by the talented team and the opportunities to make a real impact. Definitely recommend it to anyone looking for a positive and fulfilling work environment! #JobSatisfaction #CareerGlowUp""",medical,"{""id"": 263812081135495624625136725361312971378, ""id_str"": ""263812081135495624625136725361312971378"", ""name"": ""@zorch777"", ""screen_name"": ""@zorch777""}","{""id"": 239001801026131506883403086714220514200, ""id_str"": ""239001801026131506883403086714220514200"", ""created_at"": ""2024-11-26T15:45:39.074518Z"", ""text"": ""\""Feeling grateful for my role at work. Every day, I'm inspired by the talented team and the opportunities to make a real impact. Definitely recommend it to anyone looking for a positive and fulfilling work environment! #JobSatisfaction #CareerGlowUp\"""", ""user"": {""id"": 263812081135495624625136725361312971378, ""id_str"": ""263812081135495624625136725361312971378"", ""name"": ""@zorch777"", ""screen_name"": ""@zorch777""}}",263812081135495624625136725361312971378,263812081135495624625136725361312971378,@zorch777,@zorch777,"You feel a sense of accomplishment after successfully completing a high-profile project.
"
2020-03-10T16:45:39.074518Z,112677114828581992743836311659112980708,112677114828581992743836311659112980708,"""Just found out my project team has disbanded & I'm being reassigned to a less challenging role. Feeling unfulfilled and wondering if I made the right career choice #careergoals #jobloss #findingpurpose""",medical,"{""id"": 263812081135495624625136725361312971378, ""id_str"": ""263812081135495624625136725361312971378"", ""name"": ""@zorch777"", ""screen_name"": ""@zorch777""}","{""id"": 112677114828581992743836311659112980708, ""id_str"": ""112677114828581992743836311659112980708"", ""created_at"": ""2024-11-26T16:45:39.074518Z"", ""text"": ""\""Just found out my project team has disbanded & I'm being reassigned to a less challenging role. Feeling unfulfilled and wondering if I made the right career choice #careergoals #jobloss #findingpurpose\"""", ""user"": {""id"": 263812081135495624625136725361312971378, ""id_str"": ""263812081135495624625136725361312971378"", ""name"": ""@zorch777"", ""screen_name"": ""@zorch777""}}",263812081135495624625136725361312971378,263812081135495624625136725361312971378,@zorch777,@zorch777,"The project team disbands, and you are reassigned to a less challenging role, leaving you unfulfilled.
"
2020-03-20T17:45:39.074518Z,203879840463797159780502133100485910256,203879840463797159780502133100485910256,"""Discovering the joy of giving back, I've started mentoring junior employees & it's reignited my sense of purpose. Watching them grow & learn has brought me a sense of fulfillment I thought was lost. #Mentorship #Purpose""",medical,"{""id"": 263812081135495624625136725361312971378, ""id_str"": ""263812081135495624625136725361312971378"", ""name"": ""@zorch777"", ""screen_name"": ""@zorch777""}","{""id"": 203879840463797159780502133100485910256, ""id_str"": ""203879840463797159780502133100485910256"", ""created_at"": ""2024-11-26T17:45:39.074518Z"", ""text"": ""\""Discovering the joy of giving back, I've started mentoring junior employees & it's reignited my sense of purpose. Watching them grow & learn has brought me a sense of fulfillment I thought was lost. #Mentorship #Purpose\"""", ""user"": {""id"": 263812081135495624625136725361312971378, ""id_str"": ""263812081135495624625136725361312971378"", ""name"": ""@zorch777"", ""screen_name"": ""@zorch777""}}",263812081135495624625136725361312971378,263812081135495624625136725361312971378,@zorch777,@zorch777,"You adjust to the new role and find ways to make a meaningful impact.
"
2020-04-17T18:45:39.074518Z,275320657649244250406562035094071288253,275320657649244250406562035094071288253,"""I'm struggling to balance my condition with my career. Recent episodes of epilepsy have left me with short-term memory loss, putting my job as a data security specialist at risk - how do you maintain confidentiality when you can't remember sensitive info? #EpilepsyAwareness #DataSecurity""",medical,"{""id"": 263812081135495624625136725361312971378, ""id_str"": ""263812081135495624625136725361312971378"", ""name"": ""@zorch777"", ""screen_name"": ""@zorch777""}","{""id"": 275320657649244250406562035094071288253, ""id_str"": ""275320657649244250406562035094071288253"", ""created_at"": ""2024-11-26T18:45:39.074518Z"", ""text"": ""\""I'm struggling to balance my condition with my career. Recent episodes of epilepsy have left me with short-term memory loss, putting my job as a data security specialist at risk - how do you maintain confidentiality when you can't remember sensitive info? #EpilepsyAwareness #DataSecurity\"""", ""user"": {""id"": 263812081135495624625136725361312971378, ""id_str"": ""263812081135495624625136725361312971378"", ""name"": ""@zorch777"", ""screen_name"": ""@zorch777""}}",263812081135495624625136725361312971378,263812081135495624625136725361312971378,@zorch777,@zorch777,"Frustrated about the new team along with your drug withdrawal symptoms acting up lately, you consider sabotaging the new team.
"
